show_id,show_date_iso,venue_slug,year,era_label,has_special,perf_count,openers,closers,longest_jam_song,longest_jam_sec
1993-02-21_roxy-theatre,1993-02-21,roxy-theatre,1993,1.0 (1983–2000),0,26,suzy greenberg; buried alive,run like an antelope; big black furry creature from mars; pig in a pen,run like an antelope,756.036
1993-02-22_the-moon,1993-02-22,the-moon,1993,1.0 (1983–2000),0,27,rift; guelah papyrus,david bowie; tweezer reprise; fire,tweezer,1285.46
1993-02-23_the-edge-night-club,1993-02-23,the-edge-night-club,1993,1.0 (1983–2000),0,28,golgi apparatus; my friend my friend,run like an antelope; possum; poor heart,reba,814.158
1993-02-25_the-cameo-theatre,1993-02-25,the-cameo-theatre,1993,1.0 (1983–2000),0,26,buried alive; poor heart,david bowie; big black furry creature from mars; good times bad times,you enjoy myself,1269.76
1993-02-26_ritz-theatre,1993-02-26,ritz-theatre,1993,1.0 (1983–2000),0,25,runaway jim; foam,cavern; tweezer reprise; sweet adeline,you enjoy myself,970.214
1993-02-27_florida-theatre,1993-02-27,florida-theatre,1993,1.0 (1983–2000),0,27,golgi apparatus; rift,run like an antelope; llama; rocky top,run like an antelope,718.994
1993-03-02_tipitina-s,1993-03-02,tipitina-s,1993,1.0 (1983–2000),0,29,buried alive; poor heart,david bowie; amazing grace; tweezer reprise,you enjoy myself,1285.9404000000002
1993-03-03_tipitina-s,1993-03-03,tipitina-s,1993,1.0 (1983–2000),0,26,rift; foam,cavern; sweet adeline; fire,hold your head up,755.069
1993-03-05_deep-ellum-live,1993-03-05,deep-ellum-live,1993,1.0 (1983–2000),0,27,buried alive; poor heart,possum; amazing grace; good times bad times,stash,663.484
1993-03-06_liberty-lunch,1993-03-06,liberty-lunch,1993,1.0 (1983–2000),0,24,llama; horn,runaway jim; big black furry creature from mars; tweezer reprise,you enjoy myself,1285.9404000000002
1993-03-08_sweeney-center,1993-03-08,sweeney-center,1993,1.0 (1983–2000),0,26,golgi apparatus; rift,david bowie; amazing grace; chalk dust torture,you enjoy myself,1063.21
1993-03-09_pike-s-peak-center,1993-03-09,pike-s-peak-center,1993,1.0 (1983–2000),0,29,runaway jim; foam,run like an antelope; tweezer reprise; rocky top,reba,951.98
1993-03-12_dobson-arena,1993-03-12,dobson-arena,1993,1.0 (1983–2000),0,26,buried alive; poor heart,david bowie; golgi apparatus; rocky top,you enjoy myself,1252.362
1993-03-13_balch-fieldhouse-university-of-colorado,1993-03-13,balch-fieldhouse-university-of-colorado,1993,1.0 (1983–2000),0,29,the landlady; funky bitch,run like an antelope; tweezer reprise; big black furry creature from mars,run like an antelope,683.18
1993-03-14_paul-wright-gym-western-state-college,1993-03-14,paul-wright-gym-western-state-college,1993,1.0 (1983–2000),0,25,loving cup; foam,runaway jim; the squirming coil; golgi apparatus,you enjoy myself,1285.9404000000002
1993-03-16_celebrity-theatre,1993-03-16,celebrity-theatre,1993,1.0 (1983–2000),0,33,sweet adeline; buried alive,cavern; amazing grace; tweezer reprise,bathtub gin,1045.92
1993-03-17_the-palace,1993-03-17,the-palace,1993,1.0 (1983–2000),0,27,the landlady; runaway jim,run like an antelope; golgi apparatus; rocky top,stash,696.451
1993-03-18_the-palace,1993-03-18,the-palace,1993,1.0 (1983–2000),0,24,chalk dust torture; guelah papyrus,david bowie; cavern; good times bad times,uncle pen,1285.9404000000002
1993-03-19_the-greek-theatre,1993-03-19,the-greek-theatre,1993,1.0 (1983–2000),0,23,suzy greenberg; llama,run like an antelope; golgi apparatus; chalk dust torture,weekapaug groove,872.438
1993-03-21_ventura-theatre,1993-03-21,ventura-theatre,1993,1.0 (1983–2000),0,28,maze; sparkle,possum; cavern; tweezer reprise,you enjoy myself,1285.9404000000002
1993-03-22_crest-theatre,1993-03-22,crest-theatre,1993,1.0 (1983–2000),0,25,chalk dust torture; guelah papyrus,david bowie; weekapaug groove; fire,reba,898.926
1993-03-24_luther-burbank-center-for-the-arts,1993-03-24,luther-burbank-center-for-the-arts,1993,1.0 (1983–2000),0,29,llama; foam,cavern; good times bad times; the squirming coil,you enjoy myself,1285.9404000000002
1993-03-25_santa-cruz-civic-auditorium,1993-03-25,santa-cruz-civic-auditorium,1993,1.0 (1983–2000),0,28,chalk dust torture; guelah papyrus,run like an antelope; golgi apparatus; sweet adeline,colonel forbin s ascent,751.726
1993-03-26_warfield-theatre,1993-03-26,warfield-theatre,1993,1.0 (1983–2000),0,25,maze; sparkle,cavern; tweezer reprise; rocky top,you enjoy myself,1285.9404000000002
1993-03-27_warfield-theatre,1993-03-27,warfield-theatre,1993,1.0 (1983–2000),0,28,llama; guelah papyrus,david bowie; golgi apparatus; carolina,david bowie,947.278
1993-03-28_east-gym-humboldt-state-university,1993-03-28,east-gym-humboldt-state-university,1993,1.0 (1983–2000),0,26,the landlady; funky bitch,run like an antelope; possum; big black furry creature from mars,paul and silas,1285.9404000000002
1993-03-30_hilton-ballroom,1993-03-30,hilton-ballroom,1993,1.0 (1983–2000),0,30,buried alive; poor heart,cavern; tweezer reprise; amazing grace,stash,866.09
1993-03-31_roseland-theater,1993-03-31,roseland-theater,1993,1.0 (1983–2000),0,24,runaway jim; foam,david bowie; chalk dust torture; sweet adeline,harpua,1042.077
1993-04-01_gov-tom-mccall-waterfront-park,1993-04-01,gov-tom-mccall-waterfront-park,1993,1.0 (1983–2000),0,2,amazing grace; i didn t know,i didn t know,i didn t know,165.277
1993-04-01_roseland-theater,1993-04-01,roseland-theater,1993,1.0 (1983–2000),0,24,llama; guelah papyrus,run like an antelope; cavern; tweezer reprise,hold your head up,871.001
1993-04-02_mt-baker-theatre,1993-04-02,mt-baker-theatre,1993,1.0 (1983–2000),0,27,buried alive; poor heart,golgi apparatus; chalk dust torture; rocky top,weekapaug groove,860.735
1993-04-03_86th-street-music-hall,1993-04-03,86th-street-music-hall,1993,1.0 (1983–2000),0,23,the landlady; rift,run like an antelope; cavern; good times bad times,you enjoy myself,1285.9404000000002
1993-04-05_hub-ballroom,1993-04-05,hub-ballroom,1993,1.0 (1983–2000),0,23,llama; it s ice,david bowie; tweezer reprise; fire,you enjoy myself,1285.9404000000002
1993-04-07_the-wang-center,1993-04-07,the-wang-center,1993,1.0 (1983–2000),0,1,rift,rift,rift,369.39300000000003
1993-04-09_state-theatre,1993-04-09,state-theatre,1993,1.0 (1983–2000),0,26,chalk dust torture; sparkle,cavern; possum; golgi apparatus,you enjoy myself,1273.443
1993-04-10_aragon-ballroom,1993-04-10,aragon-ballroom,1993,1.0 (1983–2000),0,25,runaway jim; weigh,david bowie; cavern; good times bad times,david bowie,923.925
1993-04-12_iowa-memorial-union-main-lounge-university-of-iowa,1993-04-12,iowa-memorial-union-main-lounge-university-of-iowa,1993,1.0 (1983–2000),0,27,golgi apparatus; tube,run like an antelope; tweezer reprise; rocky top,you enjoy myself,1285.9404000000002
1993-04-13_memorial-hall,1993-04-13,memorial-hall,1993,1.0 (1983–2000),0,25,suzy greenberg; foam,cavern; the squirming coil; sweet adeline,mike s song,1212.656
1993-04-14_american-theater,1993-04-14,american-theater,1993,1.0 (1983–2000),0,27,buried alive; poor heart,golgi apparatus; runaway jim; tweezer reprise,runaway jim,951.353
1993-04-16_the-macauley-theater,1993-04-16,the-macauley-theater,1993,1.0 (1983–2000),0,27,chalk dust torture; guelah papyrus,cavern; highway to hell; amazing grace,cavern,732.813
1993-04-17_michigan-theater,1993-04-17,michigan-theater,1993,1.0 (1983–2000),0,25,llama; foam,run like an antelope; the squirming coil; big black furry creature from mars,lifeboy,1285.9404000000002
1993-04-18_michigan-theater,1993-04-18,michigan-theater,1993,1.0 (1983–2000),0,26,rift; guelah papyrus,cavern; tweezer reprise; rocky top,divided sky,804.859
1993-04-20_newport-music-hall,1993-04-20,newport-music-hall,1993,1.0 (1983–2000),0,26,runaway jim; weigh,david bowie; golgi apparatus; amazing grace,you enjoy myself,1285.9404000000002
1993-04-21_newport-music-hall,1993-04-21,newport-music-hall,1993,1.0 (1983–2000),0,24,buried alive; poor heart,run like an antelope; gumbo; cavern,colonel forbin s ascent,788.637
1993-04-22_the-agora-theatre,1993-04-22,the-agora-theatre,1993,1.0 (1983–2000),0,26,suzy greenberg; sparkle,golgi apparatus; tweezer reprise; amazing grace,you enjoy myself,1285.9404000000002
1993-04-23_cotterell-court-reid-athletic-center-colgate-university,1993-04-23,cotterell-court-reid-athletic-center-colgate-university,1993,1.0 (1983–2000),0,25,runaway jim; weigh,chalk dust torture; highway to hell; fire,fluffhead,846.864
1993-04-24_cheel-arena-clarkson-university,1993-04-24,cheel-arena-clarkson-university,1993,1.0 (1983–2000),0,25,chalk dust torture; guelah papyrus,run like an antelope; cavern; good times bad times,you enjoy myself,1285.9404000000002
1993-04-25_kuhl-gym-suny-geneseo,1993-04-25,kuhl-gym-suny-geneseo,1993,1.0 (1983–2000),0,25,the landlady; possum,golgi apparatus; tweezer reprise; rocky top,colonel forbin s ascent,771.762
1993-04-27_concert-hall,1993-04-27,concert-hall,1993,1.0 (1983–2000),0,25,buried alive; poor heart,david bowie; cavern; amazing grace,you enjoy myself,1285.9404000000002
1993-04-29_le-spectrum,1993-04-29,le-spectrum,1993,1.0 (1983–2000),0,27,split open and melt; uncle pen,run like an antelope; the squirming coil; sweet adeline,run like an antelope,766.067
1993-04-30_sports-center-university-of-hartford,1993-04-30,sports-center-university-of-hartford,1993,1.0 (1983–2000),0,27,lengthwise; maze,possum; golgi apparatus; tweezer reprise,you enjoy myself,1285.9404000000002
1993-05-01_tower-theatre,1993-05-01,tower-theatre,1993,1.0 (1983–2000),0,23,runaway jim; foam,david bowie; cavern; rocky top,my friend my friend,872.673
1993-05-02_tower-theatre,1993-05-02,tower-theatre,1993,1.0 (1983–2000),0,25,axilla; sparkle,golgi apparatus; big black furry creature from mars; amazing grace,you enjoy myself,1285.9404000000002
1993-05-03_state-theatre,1993-05-03,state-theatre,1993,1.0 (1983–2000),0,33,buried alive; rift,cavern; tweezer reprise; highway to hell,the curtain,1011.696
1993-05-05_palace-theatre,1993-05-05,palace-theatre,1993,1.0 (1983–2000),0,24,rift; guelah papyrus,golgi apparatus; jam; cavern,jam,1285.9404000000002
1993-05-06_palace-theatre,1993-05-06,palace-theatre,1993,1.0 (1983–2000),0,29,chalk dust torture; mound,i been to georgia on a fast train; that s alright mama; tweezer reprise,tweezer,1183.687
1993-05-07_bangor-auditorium,1993-05-07,bangor-auditorium,1993,1.0 (1983–2000),0,22,buried alive; poor heart,run like an antelope; highway to hell; golgi apparatus,you enjoy myself,1285.9404000000002
1993-05-08_field-house-university-of-new-hampshire,1993-05-08,field-house-university-of-new-hampshire,1993,1.0 (1983–2000),0,31,chalk dust torture; guelah papyrus,cavern; amazing grace; ac dc bag,reba,806.374
1993-05-29_laguna-seca-raceway,1993-05-29,laguna-seca-raceway,1993,1.0 (1983–2000),0,14,chalk dust torture; bouncing around the room,amazing grace; good times bad times,cavern,1110.256
1993-05-30_laguna-seca-raceway,1993-05-30,laguna-seca-raceway,1993,1.0 (1983–2000),0,14,lengthwise; maze,golgi apparatus; possum,run like an antelope,604.421
1993-07-15_cayuga-county-fairgrounds,1993-07-15,cayuga-county-fairgrounds,1993,1.0 (1983–2000),0,23,rift; sample in a jar,runaway jim; daniel saw the stone; free bird,mound,804.389
1993-07-16_the-mann-center-for-the-performing-arts,1993-07-16,the-mann-center-for-the-performing-arts,1993,1.0 (1983–2000),0,25,daniel saw the stone; golgi apparatus,run like an antelope; cavern; free bird,you enjoy myself,935.654
1993-07-17_the-filene-center-at-wolf-trap,1993-07-17,the-filene-center-at-wolf-trap,1993,1.0 (1983–2000),0,27,the landlady; runaway jim,david bowie; good times bad times; tweezer reprise,reba,745.064
1993-07-18_ic-light-amphitheater,1993-07-18,ic-light-amphitheater,1993,1.0 (1983–2000),0,23,buried alive; rift,cavern; golgi apparatus; free bird,run like an antelope,913.92
1993-07-21_orange-county-fairgrounds,1993-07-21,orange-county-fairgrounds,1993,1.0 (1983–2000),0,14,also sprach zarathustra; split open and melt,daniel saw the stone; chalk dust torture,maze,629.447
1993-07-22_stowe-performing-arts-center,1993-07-22,stowe-performing-arts-center,1993,1.0 (1983–2000),0,23,llama; foam,golgi apparatus; rocky top; free bird,divided sky,770.873
1993-07-23_jones-beach-amphitheater,1993-07-23,jones-beach-amphitheater,1993,1.0 (1983–2000),0,25,buried alive; rift,cavern; highway to hell; daniel saw the stone,you enjoy myself,903.863
1993-07-24_great-woods-center-for-the-performing-arts,1993-07-24,great-woods-center-for-the-performing-arts,1993,1.0 (1983–2000),0,25,llama; horn,the squirming coil; good times bad times; free bird,fluffhead,805.721
1993-07-25_waterloo-village,1993-07-25,waterloo-village,1993,1.0 (1983–2000),0,25,wilson; foam,david bowie; tweezer reprise; cavern,purple rain,854.753
1993-07-27_classic-amphitheater,1993-07-27,classic-amphitheater,1993,1.0 (1983–2000),0,9,also sprach zarathustra; rift,you enjoy myself,hold your head up,799.295
1993-07-28_grady-cole-center,1993-07-28,grady-cole-center,1993,1.0 (1983–2000),0,24,all things reconsidered; runaway jim,cavern; chalk dust torture; bill bailey won t you please come home,harry hood,719.804
1993-07-29_tennessee-theatre,1993-07-29,tennessee-theatre,1993,1.0 (1983–2000),0,22,funky bitch; divided sky,possum; good times bad times; free bird,you enjoy myself,1074.469
1993-07-30_the-veranda-at-starwood,1993-07-30,the-veranda-at-starwood,1993,1.0 (1983–2000),0,22,contact; llama,cavern; david bowie; amazing grace,poor heart,882.834
1993-07-31_masquerade-music-park,1993-07-31,masquerade-music-park,1993,1.0 (1983–2000),0,23,rift; sample in a jar,cavern; highway to hell; free bird,divided sky,764.264
1993-08-02_ritz-theatre,1993-08-02,ritz-theatre,1993,1.0 (1983–2000),0,27,chalk dust torture; guelah papyrus,la grange; run like an antelope; amazing grace,run like an antelope,763.296
1993-08-03_bayfront-park-amphitheater,1993-08-03,bayfront-park-amphitheater,1993,1.0 (1983–2000),0,23,runaway jim; nellie kane,cavern; golgi apparatus; free bird,you enjoy myself,1273.078
1993-08-06_cincinnati-zoo-peacock-pavilion,1993-08-06,cincinnati-zoo-peacock-pavilion,1993,1.0 (1983–2000),0,25,split open and melt; poor heart,suzy greenberg; tweezer reprise; amazing grace,you enjoy myself,1194.24
1993-08-07_darien-lake-performing-arts-center,1993-08-07,darien-lake-performing-arts-center,1993,1.0 (1983–2000),0,25,llama; bouncing around the room,cavern; run like an antelope; la grange,stash,744.02
1993-08-08_nautica-stage,1993-08-08,nautica-stage,1993,1.0 (1983–2000),0,26,big black furry creature from mars; foam,david bowie; good times bad times; free bird,harry hood,838.06
1993-08-09_concert-hall,1993-08-09,concert-hall,1993,1.0 (1983–2000),0,20,chalk dust torture; who knows,the squirming coil; crimes of the mind; rocky top,you enjoy myself,1285.9404000000002
1993-08-11_eastbrook-theatre,1993-08-11,eastbrook-theatre,1993,1.0 (1983–2000),0,22,buried alive; runaway jim,cavern; run like an antelope; bold as love,mike s song,745.378
1993-08-12_meadow-brook-music-festival,1993-08-12,meadow-brook-music-festival,1993,1.0 (1983–2000),0,24,ac dc bag; reba,the squirming coil; possum; free bird,reba,922.645
1993-08-13_murat-theatre,1993-08-13,murat-theatre,1993,1.0 (1983–2000),0,20,lengthwise; llama,david bowie; suzy greenberg; highway to hell,david bowie,1170.939
1993-08-14_world-music-theatre,1993-08-14,world-music-theatre,1993,1.0 (1983–2000),0,26,chalk dust torture; guelah papyrus,cavern; golgi apparatus; la grange,you enjoy myself,1220.519
1993-08-15_the-macauley-theater,1993-08-15,the-macauley-theater,1993,1.0 (1983–2000),0,23,sample in a jar; all things reconsidered,chalk dust torture; free bird; tweezer reprise,the lizards,1175.04
1993-08-16_american-theater,1993-08-16,american-theater,1993,1.0 (1983–2000),0,21,axilla; possum,the squirming coil; good times bad times; rocky top,reba,1149.466
1993-08-17_memorial-hall,1993-08-17,memorial-hall,1993,1.0 (1983–2000),0,22,wilson; llama,daniel saw the stone; cavern; fire,purple rain,1285.9404000000002
1993-08-20_red-rocks-amphitheatre,1993-08-20,red-rocks-amphitheatre,1993,1.0 (1983–2000),0,22,divided sky; harpua,run like an antelope; cavern; free bird,you enjoy myself,1221.068
1993-08-21_saltair-pavilion,1993-08-21,saltair-pavilion,1993,1.0 (1983–2000),0,27,buried alive; poor heart,runaway jim; daniel saw the stone; nellie kane,david bowie,932.101
1993-08-24_commodore-ballroom,1993-08-24,commodore-ballroom,1993,1.0 (1983–2000),0,27,chalk dust torture; all things reconsidered,golgi apparatus; run like an antelope; sweet adeline,split open and melt,745.874
1993-08-25_paramount-theatre,1993-08-25,paramount-theatre,1993,1.0 (1983–2000),0,22,ac dc bag; daniel saw the stone,cavern; good times bad times; rocky top,nothin but a nothin,1285.9404000000002
1993-08-26_arlene-schnitzer-concert-hall,1993-08-26,arlene-schnitzer-concert-hall,1993,1.0 (1983–2000),0,20,runaway jim; guelah papyrus,golgi apparatus; chalk dust torture; free bird,split open and melt,868.728
1993-08-28_william-randolph-hearst-greek-theatre-university-of-california-berkeley,1993-08-28,william-randolph-hearst-greek-theatre-university-of-california-berkeley,1993,1.0 (1983–2000),0,26,llama; bouncing around the room,crimes of the mind; chalk dust torture; amazing grace,purple rain,1285.9404000000002
1993-12-28_bender-arena-american-university,1993-12-28,bender-arena-american-university,1993,1.0 (1983–2000),0,21,peaches en regalia; poor heart,possum; highway to hell; golgi apparatus,you enjoy myself,1250.508
1993-12-29_new-haven-veterans-memorial-coliseum,1993-12-29,new-haven-veterans-memorial-coliseum,1993,1.0 (1983–2000),0,24,runaway jim; peaches en regalia,the squirming coil; chalk dust torture; cavern,fluffhead,856.816
